Rating,Users,Field,Action,Developer,Description
4.4,47 users,Business & finance,HDFC Securities,HDFC Securities,We at HDFC securities are on a digital excellence journey and presence on Google Assistant and Google Home is a part of it. We would want to enable customers to reach to us through any medium of their liking. This skill would enable you to get personalized investment recommendations and also allow you to open an account with us. We will enable transactional use cases in our coming releases.
4.8,9 users,Business & finance,Greenwood Campbell,Greenwood Campbell,This app let's you explore our digital agency using voice. Explore our services and get in touch. We transform and accelerate brands using technology.
5.0,4 users,Business & finance,adHOME Creative,adHOME Creative,"adHOME Creative is a voice extension of the adHOME brand, that allows you to directly connect with adHOME Creative and learn all about the organization."
4.6,9 users,Business & finance,Mortgage Calculators,Starbutter AI,"DESCRIPTION
Max has all your Mortgage Calculators.  He answers any questions about what you can afford and will be your mortgage calculator for payments, PITI calculators, refi calculators, and fee calculators.  Max came up with his calculators after talking to dozens of mortgage agents and consumers who wanted just the facts.

Max has multiple mortgage calculators to help you figure out monthly payments, how much you should put down, how much house you can afford, taxes, insurance, and PMI.

EXAMPLES
Ways you can talk to Mortgage Calculators:
""OK Google, Talk to Mortgage Calculators""
""OK Google, ask Mortgage Calculators what size house I can get""
""OK Google, ask Mortgage Calculators for a mortgage calculator""
""OK Google, ask Mortgage Calculators what is the best place to get a mortgage""

TECHNOLOGY
Introducing Max - an interactive, conversational agent.  Unlike dumb bots based on rules, Max has an sophisticated natural language processing and machine learning core.  He learns and gets better over time, helping you do mortgage calculator decisions quickly.

COMPANY 
Mortgage Helper is built by Starbutter AI, the world's expert on interactive conversational agents for credit cards, banks, mortgages, insurance, and personal finance.
www.starbutter.com"
4.0,48 users,Business & finance,CNBC,NBCUniversal,"CNBC brings you the most up-to-date business and stock news, market insights and CNBC television schedules. Once in a conversation with CNBC, just ask… What’s CNBC’s take on the markets?  What’s the latest business news?  What’s going on with <insert your stock pick>? When is <insert your fave show> on CNBC?"
4.1,88 users,Business & finance,Credit Card Helper,Starbutter AI,"DESCRIPTION
Caz helps you find the best credit cards for cash back, rewards, travel, and building credit. He finds the best cards on the market. Caz looks at card features, analyzes millions of customer reviews and complaints, reads the fine print and terms of service, and looks up Consumer Reports and the Consumer Financial Protection Bureau data sets.
 
People love Caz because he helps them figure out which credit card to get quickly and how to avoid traps, bad companies, and fees. Caz is a credit card geek and prefers credit cards that give you the biggest bang for your buck and don’t ding you in the long run.  You can look for Visa credit cards and Mastercards, or secured or starter credit cards.

EXAMPLES
Ways you can talk to Credit Card Helper:
""OK Google, talk to Credit Card Helper""
""Hey Google, ask Credit Card Helper what’s the best cash back card?""
""OK Google, ask Credit Card Helper what’s the best card to get points toward flights?""

TECHNOLOGY
Introducing Caz - an interactive, conversational agent.  Unlike dumb bots based on rules, Caz has an sophisticated natural language processing and machine learning core.  He learns and gets better over time, helping you navigate the difficult choice of credit cards.

COMPANY 
Credit Card Helper is built by Starbutter AI, the world's expert on interactive conversational agents for credit cards, banks, mortgages, insurance, and personal finance.
www.starbutter.com"
4.3,25 users,Business & finance,APMEX,Apmex Inc.,"Ask what the current price of Gold, Silver, Platinum, Palladium, and Copper"
4.4,46 users,Business & finance,Mister Satoshi,,Ask about popular digital currencies by name and get back the current price in US Dollars.  Prices are from Coinmarketcap's global average.
4.6,8 users,Business & finance,Compound Interest Calculator,Drawaka Tech.,"Compound Interest is very powerful mechanism to achieve your financial goals in a planned way. This calculator allows you to calculate the final interest generated over a given period of time, with average annual returns on the principal amount"
4.6,18 users,Business & finance,CoinDelta,Mox Produx,"Using real time CoinMarketCap data, you can find information about whatever cryptocurrencies you need the latest on. Featuring prices, market caps, percent change (deltas) and rankings!
These currencies include Bitcoin, Ethereum, Ripple, Litecoin, Bitcoin Cash, Cardano, Stellar, NEO, IOTA, Monero, TRON, VeChain, OMG, NANO, and more."
4.0,2 users,Arts & lifestyle,What's On Tap,Nick Stahlnecker,What's on tap can tell you what's on tap at local Pittsburgh breweries and bars. Let us know what breweries you'd like us to add!
0.0,0 users,Arts & lifestyle,Mileage calculator,Lets Nurture,"Are you fed up with the math of calculating the mileage your vehicle gives? Worry not, Let’s Nurture brings you an amazing google assistant  Skill named ‘Mileage Calculator’ for managing the math. You only need to enable your google assistant and google assistant will provide all the results you need."
0.0,0 users,Arts & lifestyle,Ottawa Energy Rate,Benjamin Baril,"Ottawa Energy Rate allows you to learn the current energy rate in Ottawa, ON based on the current date and time."
3.6,31 users,Arts & lifestyle,Party Time,,"Party Time is your personal clubbing concierge. It finds the best club nights happening tonight in your city, ranked by popularity. 

Currently available for New-York, San Francisco, Los Angeles and London - email us if you'd like your city to be included and we'll make it a priority!

To hear what's going on tonight just say “talk to Party Time"". You will first be guided to setup your location. Then, you'll hear the list of club nights happening tonight in your city, ranked by popularity. 


Let's party like it's 1999."
0.0,0 users,Arts & lifestyle,lord's prayer,,Allow Google Assistant to recite the Lord's Prayer
